Sample	File	source_name_ch1
iPSC.MC.Ch_1	SRR11963164	iPSC_MC_Ch
iPSC.MC.Ch_2	SRR11963165	iPSC_MC_Ch
iPSC.MC.Ch_3	SRR11963166	iPSC_MC_Ch
iPSC.NCC.Ch_1	SRR11963167	iPSC_NCC_Ch
iPSC.NCC.Ch_2	SRR11963168	iPSC_NCC_Ch
Chondrocyte_1	SRR11963169	Chondrocyte
Chondrocyte_2	SRR11963170	Chondrocyte
Chondrocyte_3	SRR11963171	Chondrocyte
iPSC.NCC.Ch_3	SRR11963172	iPSC_NCC_Ch
